7.814200214200963668e-01,1.963526244638569285e-01,6.689711128041268828e-02
7.736579201556237351e-01,5.166089518386119961e-01,1.466553237877872840e-01
7.662304137861550846e-01,8.131240297669669603e-01,2.287093852411101469e-01
7.614192798655503580e-01,1.071031914172790867e+00,3.091835664662826999e-01
7.789185670247028570e-01,1.023344203452198231e+00,4.186769645363493941e-01
7.824006472783209265e-01,1.213524089405091821e+00,5.093271395016891745e-01
7.813745812857202377e-01,1.510636891008415361e+00,5.879178418726478395e-01
8.032008904067078348e-01,1.475913414321388561e+00,7.075079060086980620e-01
8.201458160567121070e-01,1.524576659027848669e+00,8.198164953864500726e-01
8.428500032504587791e-01,1.467807919131038696e+00,9.444880865585820739e-01
8.528773851618002277e-01,1.464962896380456625e+00,1.048516002279725079e+00
8.568809855325904001e-01,1.669422808297107430e+00,1.140791411419240564e+00
8.790375634619860268e-01,1.627211050933209835e+00,1.267434597692431275e+00
8.727973896097964701e-01,1.935685889959094075e+00,1.336665299279580443e+00
8.891595840834045639e-01,1.982984769320841556e+00,1.450605856998782972e+00
8.743906258309815938e-01,2.281688211205652461e+00,1.487303367223573813e+00
8.756222580244328313e-01,2.380642598371793373e+00,1.555817853107664961e+00
8.903437100401188076e-01,2.396636993293753015e+00,1.660354970273406616e+00
9.010858191275259443e-01,2.431237427381481631e+00,1.755251972129643345e+00
9.103250250332326488e-01,2.418720802287785521e+00,1.847170915302243532e+00
9.247251690902905663e-01,2.476823978585876329e+00,1.953918511576383965e+00
9.376311718697620812e-01,2.433225030118329357e+00,2.058153219585772575e+00
9.232523412308543120e-01,2.864936262872468831e+00,2.081607155306757218e+00
9.310236979393801127e-01,2.938702552368339660e+00,2.162375656467223628e+00
9.142392148123827944e-01,3.331331711850111787e+00,2.154115711314541493e+00
9.139776518369878699e-01,3.352290042102109791e+00,2.194386876544185849e+00
9.305468785258622644e-01,3.308709173572297768e+00,2.297409703417261362e+00
9.214611449153188305e-01,3.549656476997995469e+00,2.304818909652816217e+00
9.368422478285979293e-01,3.499841840638534318e+00,2.402156409257353520e+00
9.294637676043514540e-01,3.485871526425534661e+00,2.415394435360027625e+00
9.349809013491883203e-01,3.619370397300279762e+00,2.475598019721807486e+00
9.604568851469725832e-01,3.539040943050641985e+00,2.613142459159601749e+00
9.535573526136149614e-01,3.746523295765383565e+00,2.628230249838958255e+00
9.447839925842349551e-01,3.749814582614749536e+00,2.630862253955656094e+00
9.490130417762853154e-01,3.696663616192452206e+00,2.685337617314555114e+00
9.530039119530627767e-01,3.797324649134651509e+00,2.739218276608672120e+00
9.675938674419252150e-01,3.816689050749176637e+00,2.835450813506421142e+00
9.692970664749122056e-01,3.997073722152439945e+00,2.879696992575161207e+00
9.829729697124514054e-01,3.950040597011223120e+00,2.972605426964962660e+00
9.683188916979319494e-01,3.980404204517123290e+00,2.950704744435263649e+00
7.855456809609543400e-01,2.298178450025695208e-01,6.869091898126757079e-02
7.757287980754934420e-01,5.937079640017540738e-01,1.490339541792029820e-01
7.912812730768897795e-01,5.462629772898892622e-01,2.498510184269150392e-01
8.035168822198692773e-01,5.344787489597230268e-01,3.485385944512886525e-01
8.001563027174699583e-01,6.679077927170458118e-01,4.373891981168538390e-01
8.131371714663303552e-01,6.886577064026229156e-01,5.406868610706154765e-01
8.190169485993328280e-01,8.393364429180520947e-01,6.396039395134726080e-01
8.248519812061324563e-01,8.828041964965513966e-01,7.393630580602821301e-01
8.436449119599601643e-01,8.224855920150919708e-01,8.534433431806713877e-01
8.433702194371023309e-01,9.162207855397291878e-01,9.487218862779664974e-01
8.311801678444147301e-01,1.194604489543641623e+00,1.025950290100398066e+00
8.208077049688229376e-01,1.656142530539827185e+00,1.091942580686561470e+00
8.292069766225910188e-01,1.724979572434694797e+00,1.186115286484455744e+00
8.235839995346875275e-01,1.813360853126497751e+00,1.248886676155091413e+00
8.327851126168024365e-01,1.907931958517374404e+00,1.341892932351825385e+00
8.278655046221636837e-01,1.942474102665573854e+00,1.401161642731280965e+00
8.468633596758666782e-01,1.936522839795655093e+00,1.516400831080985556e+00
8.416724037879852460e-01,2.254955636565851851e+00,1.571110274318708644e+00
8.519365729487119454e-01,2.283702077109297068e+00,1.661353395267945565e+00
8.599135322093226508e-01,2.330137756237149027e+00,1.745874793456152485e+00
8.440107800247375058e-01,2.406146318732262479e+00,1.762221519787064095e+00
8.303945008804541894e-01,2.703597399248821365e+00,1.773135378033511511e+00
8.444769770259423769e-01,2.704522191860345259e+00,1.866534674058833998e+00
8.350158854310330003e-01,2.735924057720978908e+00,1.883804751056469939e+00
8.358366543261648296e-01,2.767208884404890323e+00,1.932865207590967360e+00
8.571105214693649499e-01,2.705665802292880784e+00,2.050412252963009330e+00
8.475949329944567623e-01,2.933899335703911593e+00,2.066224136388017829e+00
8.685050008632303475e-01,2.894973362615221202e+00,2.182751714689500133e+00
8.708066018178887147e-01,3.010101502364832982e+00,2.236982418159275454e+00
8.567268508986860542e-01,3.157543003097459167e+00,2.228364228701234406e+00
8.456753786732544853e-01,3.198158869290152140e+00,2.223968872323566437e+00
8.346657352980263456e-01,3.381833090461625613e+00,2.212565153513382565e+00
8.302271455957229707e-01,3.618768271953964000e+00,2.217951695044362737e+00
8.283298969654006028e-01,3.732437305754857881e+00,2.227763393640081357e+00
8.453235140953768711e-01,3.690983023611829950e+00,2.321854621308297340e+00
8.593355954094332727e-01,3.701924795662673073e+00,2.404895574896518617e+00
8.778718592206907756e-01,3.664878535642440482e+00,2.509365908933159250e+00
8.743853971347066434e-01,3.803782260779346558e+00,2.520456372393090394e+00
8.932920613532130405e-01,3.746402605010545006e+00,2.627621501878733667e+00
8.772316889603257728e-01,3.760209964744613664e+00,2.587029467790662896e+00
7.943665093508569530e-01,1.203629136298928898e-01,6.591498082425280292e-02
7.907592001587202546e-01,2.049162805235356377e-01,1.398272414089636873e-01
7.766385406622879906e-01,3.366010321279562234e-01,2.151474814099120503e-01
7.818109510795616668e-01,4.116299976004391681e-01,3.016057142841166994e-01
